						  t1  t2  t3
tongues began to          1   0   0   
too but they              0   0   1   
too much of               1   0   0   
took ancestors must       0   1   0   
took ever had             0   1   0   
took head of              0   1   0   
took himself had          1   0   0   
took one of               0   1   0   
took side something       0   1   0   
tooks were not            0   1   0   
topic of conversation     1   0   0   
toward town he            0   0   1   
town drills were          0   0   1   
town he thought           0   0   1   
traffic jam he            0   0   1   
traffic moved on          0   0   1   
travelled all over        1   0   0   
travels had now           1   0   0   
treasure and if           1   0   0   
trick of the              0   0   1   
tried to kiss             0   0   1   
trouble came of           1   0   0   
trouble had not           1   0   0   
trouble will come         1   0   0   
truth for bilbo           1   0   0   
tuesday our story         0   0   1   
tunnel a very             0   1   0   
tunnel without smoke      0   1   0   
tunnel wound on           0   1   0   
tunnels stuffed with      1   0   0   
tweens as the             1   0   0   
twelve more years         1   0   0   
twenties between childhood1   0   0   
twice a day               0   1   0   
twice the usual           0   0   1   
twofoot the neighbour     1   0   0   
tyke chortled dursley     0   0   1   
unchanged would have      1   0   0   
under the hill            0   1   0   
understood that something 1   0   0   
undoubtedly richer not    0   1   0   
undursleyish as it        0   0   1   
unexpected he may         0   1   0   
unexpected party in       0   1   0   
unexpected return the     1   0   0   
unexpected you could      0   1   0   
unfair that anyone        1   0   0   
unimportant families but  1   0   0   
until bilbo baggins       0   1   0   
until he had              0   1   0   
until lunchtime when      0   0   1   
until some of             1   0   0   
up being about            0   1   0   
up but the                0   1   0   
up his briefcase          0   0   1   
up on the                 0   0   1   
up the eldest             1   0   0   
up the road               0   0   1   
upon the growing          1   0   0   
upstairs for the          0   1   0   
us they are               0   1   0   
useful as she             0   0   1   
usual amount of           0   0   1   
usual morning traffic     0   0   1   
vegetables in the         1   0   0   
very comfortable tunnel   0   1   0   
very friendly terms       1   0   0   
very good mood            0   0   1   
very hobbit and           0   1   0   
very large mustache       0   0   1   
very little of            0   1   0   
very lively combined      1   0   0   
very much like            1   0   0   
very much they            0   0   1   
very nice gentlehobbit    1   0   0   
very peculiar and         1   0   0   
very polite to            1   0   0   
very respectable age      1   0   0   
very respectable not      0   1   0   
very rich and             1   0   0   
very useful as            0   0   1   
vigour to marvel          1   0   0   
visiting terms with       1   0   0   
visitors the tunnel       0   1   0   
voices they had           1   0   0   
wag in hobbiton           1   0   0   
waited for a              0   1   0   
walk across the           0   0   1   
walls and floors          0   1   0   
walls little tyke         0   0   1   
want dudley mixing        0   0   1   
wanted but they           0   0   1   
wardrobes he had          0   1   0   
warm brown hair           0   1   0   
was a and                 0   1   0   
was a baggins             1   0   0   
was a big                 0   0   1   
was a map                 0   0   1   
was a tabby               0   0   1   
was a very                0   1   0   
was also his              1   0   0   
was and wearing           0   0   1   
was another good          0   0   1   
was baggins the           0   1   0   
was being planned         1   0   0   
was drogo baggins         1   0   0   
was dursley sister        0   0   1   
was enraged to            0   0   1   
was father built          0   1   0   
was fond of               0   1   0   
was full of               1   0   0   
was generous with         1   0   0   
was going to              2   0   0   
was grown up              0   1   0   
was he adopted            1   0   0   
was himself growing       1   0   0   
was hoping to             0   0   1   
was in a                  0   0   1   
was less noise            0   1   0   
was mainly carried        1   0   0   
was much talk             1   0   0   
was much the              1   0   0   
was never much            1   0   0   
was no finer              0   0   1   
was not enough            1   0   0   
was nothing about         0   0   1   
was now having            0   0   1   
was now reading           0   0   1   
was of course             0   1   0   
was often said            0   1   0   
was on the                0   0   1   
was popularly believed    1   0   0   
was possible to           0   0   1   
was probably some         0   0   1   
was recognized as         1   0   0   
was said several          1   0   0   
was saying the            0   1   0   
was some stupid           0   0   1   
was standing at           0   1   0   
was still in              1   0   0   
was still something       0   1   0   
was that somebody         0   0   1   
was the director          0   0   1   
was the famous            0   1   0   
was thin and              0   0   1   
was to be                 0   1   0   
was too much              1   0   0   
was understood that       1   0   0   
was very polite           1   0   0   
was very rich             1   0   0   
was young frodo           1   0   0   
watched the cat           0   0   1   
water and there           0   1   0   
water the small           0   1   0   
we can celebrate          1   0   0   
wealth will have          1   0   0   
wear no shoes             0   1   0   
wearing an cloak          0   0   1   
weirdos standing quite    0   0   1   
welcome demand no         1   0   0   
well as reputedly         1   0   0   
well you will             0   1   0   
were a little             0   1   0   
were all on               0   1   0   
were as undursleyish      0   0   1   
were driven out           0   0   1   
were finally dashed       1   0   0   
were not as               0   1   0   
were obviously collecting 0   0   1   
were on the               0   1   0   
were on very              1   0   0   
were perfectly normal     0   0   1   
were proud to             0   0   1   
were ready to             1   0   0   
were rich but             0   1   0   
were some that            1   0   0   
were still numerous       0   1   0   
were the last             0   0   1   
were the only             0   1   0   
were undoubtedly richer   0   1   0   
were whispering excitedly 0   0   1   
were willing to           1   0   0   
were young at             0   0   1   
wet hole filled           0   1   0   
what a baggins            0   1   0   
what about this           1   0   0   
what could he             0   0   1   
what he had               0   0   1   
what i have               0   1   0   
what is a                 0   1   0   
what the neighbors        0   0   1   
whatever the old          1   0   0   
wheel and his             0   0   1   
when and dursley          0   0   1   
when bilbo baggins        1   0   0   
when bilbo was            1   0   0   
when he thought           0   0   1   
when large stupid         0   1   0   
when there was            0   1   0   
when they can             0   1   0   
where folks are           1   0   0   
whether he gained         0   1   0   
which came in             0   0   1   
which helps them          0   1   0   
which i have              0   1   0   
which is curly            0   1   0   
which made drills         0   0   1   
which they can            0   1   0   
which they have           0   1   0   
while members of          0   1   0   
whispering excitedly together0   0   1   
who dressed in            0   0   1   
who lived across          0   1   0   
whole rooms devoted       0   1   0   
why any baggins           1   0   0   
why that man              0   0   1   
wife away there           1   0   0   
wife that was             0   1   0   
will come of              1   0   0   
will have to              1   0   0   
will see whether          0   1   0   
willing to forgive        1   0   0   
window at half            0   0   1   
window in his             0   0   1   
windows looking over      0   1   0   
windows round windows     0   1   0   
wish to meet              1   0   0   
with a child              0   0   1   
with a party              1   0   0   
with a shiny              0   1   0   
with as i                 0   1   0   
with bilbo and            1   0   0   
with boats on             1   0   0   
with hardly any           0   0   1   
with her money            0   1   0   
with him asked            1   0   0   
with his back             0   0   1   
with his money            1   0   0   
with his relatives        1   0   0   
with nothing in           0   1   0   
with panelled walls       0   1   0   
with perfect truth        1   0   0   
with polished chairs      0   1   0   
with some authority       1   0   0   
with such nonsense        0   0   1   
with the ends             0   1   0   
with treasure and         1   0   0   
without smoke with        0   1   0   
without the bother        0   1   0   
woke up on                0   0   1   
wonder of the             1   0   0   
wonder queer put          1   0   0   
wonder that trouble       1   0   0   
wooden pipe that          0   1   0   
woolly toes neatly        0   1   0   
wore on but               1   0   0   
work and dursley          0   0   1   
world when there          0   1   0   
worms and an              0   1   0   
would be it               0   0   1   
would be prepared         0   1   0   
would discover it         0   0   1   
would go and              0   1   0   
would have been           1   0   0   
would say if              0   0   1   
would say on              0   1   0   
would shortly be          1   0   0   
would soon be             0   0   1   
wound on and              0   1   0   
wrestled a screaming      0   0   1   
wrong side of             1   0   0   
year the bagginses        1   0   0   
years and had             1   0   0   
years ever since          1   0   0   
years in fact             0   0   1   
years old or              0   1   0   
years passed each         1   0   0   
yelled at five            0   0   1   
yellow brass knob         0   1   0   
yellow wear no            0   1   0   
yes that would            0   0   1   
yet a dry                 0   1   0   
you and me                0   1   0   
you could tell            0   1   0   
you could wish            1   0   0   
you expect to             0   0   1   
you had heard             0   1   0   
you know enough           0   1   0   
you saw on                0   0   1   
you until he              0   1   0   
you very much             0   0   1   
you will see              0   1   0   
you would be              0   1   0   
young at all              0   0   1   
young frodo baggins       1   0   0   
young hobbit as           1   0   0   
young people he           0   0   1   
younger cousins began     1   0   0   
youngest son sam          1   0   0   
youth as well             1   0   0   
